id,conv_id,context,prompt,evaluation,empathetic_intent,speaker_utterance,listener_utterance,speaker_sentiment,listener_sentiment,predictions_ER,predictions_IP,predictions_EX
3325,hit:8458_conv:16916,prepared,I just opened a 401k. I feel so adult like now,4.0,8,I just started myself a 401k!,Way to go. You will be glad you did that in the future.,positive,positive,1,0,0
3326,hit:8458_conv:16916,prepared,I just opened a 401k. I feel so adult like now,4.0,1,I know! I feel so adult like thinking about my retirement!,That market has been really lately so you should see it grow.,positive,positive,0,0,0
3327,hit:6282_conv:12564,annoyed,My dog crapped on the rug yesterday. I was so peeved!,3.0,6,My dog crapped on the rug yesterday.,did you rub his nose in it,negative,neutral,0,0,2
3328,hit:6282_conv:12564,annoyed,My dog crapped on the rug yesterday. I was so peeved!,3.0,1,Nope_comma_ but the thought did cross my mind. I was so peeved!,teach him a lesson!,negative,neutral,0,0,0
3329,hit:6460_conv:12921,embarrassed,My first date was terrible as I turned up late and sweaty.,2.0,6,My first ever date was a disaster,was it a real disaster or just seem like one?,negative,negative,0,0,2
3330,hit:6460_conv:12921,embarrassed,My first date was terrible as I turned up late and sweaty.,2.0,1,It was a relative disaster for me. It just didn't go well. I still have flashbacks,hahah.. sounds bad,negative,negative,0,0,0
3331,hit:10412_conv:20824,caring,my cat was passing away and i had to make sure he was comfortable as he went,2.0,8,i love my cat so much. im tending to him as he's dying_comma_ and it's such a sweet moment for us,oh no :< that's so sad_comma_ i also have a cat but she is in her early days,positive,negative,0,2,0
3332,hit:10412_conv:20824,caring,my cat was passing away and i had to make sure he was comfortable as he went,2.0,6,its just nice to be able to be there for someone who needs you,i know right? they make you happy and in the end that's all one needs,positive,positive,1,0,0
3333,hit:12089_conv:24178,angry,I came home from vacation to find my home had been broken into. They stole my grandmothers broach.,4.0,6,I came home from vacation to find that my home had been broken into.,That is terrible. Did the police find them?,negative,negative,1,0,2
3334,hit:12089_conv:24178,angry,I came home from vacation to find my home had been broken into. They stole my grandmothers broach.,4.0,1,No they didn't. They stole my grandmother's broach. That is not replaceable.,I hate that people do things like that.,negative,negative,0,0,0
3335,hit:9009_conv:18019,anxious,i have an appointment with the doctor on thursday and it has me so worried,5.0,6,i have an appointment with the doctor on thursday and it has me so worried,Oh no! Have you already had some tests or is this the first time?,negative,negative,0,0,2
3336,hit:9009_conv:18019,anxious,i have an appointment with the doctor on thursday and it has me so worried,5.0,4,this is the first in a line of tests that i have to do. i'm dying on the inside a little bit,I'm so sorry to hear. What is the problem?,negative,negative,2,0,1
3337,hit:9009_conv:18019,anxious,i have an appointment with the doctor on thursday and it has me so worried,5.0,3,girl part problems.,Ah ok_comma_ yeah my partner has had similar issues recently. I really hope it all works out for you!,negative,positive,1,2,0
3338,hit:1946_conv:3892,hopeful,I am convinced my family's finances will soon turn around. Hard work and never giving up will be the key to it. I believe it will happen.,5.0,3,Financially_comma_ things will turn around for my family soon!,I hope and wish so. In this tough economic climate many are finding it difficult to cope with financial responsibilities,positive,negative,0,1,0
3339,hit:1946_conv:3892,hopeful,I am convinced my family's finances will soon turn around. Hard work and never giving up will be the key to it. I believe it will happen.,5.0,8,Yes_comma_ and we had a layoff of five months. I believe in a brighter day_comma_ though_comma_ so I know it will improve.,Being optimistic will help you alleviate much of your accumulated stress,positive,positive,0,0,0
3340,hit:10167_conv:20335,faithful,I work with several other men that are fairly attractive_comma_ but I love my husband so I want to remain true to him. I do not want to betray his love.,4.0,6,It is good to remain faithful if you are married. Faith and trust are important in a healthy relationship.,I am completely agree. How long have you been married?,positive,neutral,1,0,2
3341,hit:10167_conv:20335,faithful,I work with several other men that are fairly attractive_comma_ but I love my husband so I want to remain true to him. I do not want to betray his love.,4.0,1,I have been married for 14 years now. We've had our ups and downs_comma_ but a good relationship takes work.,Constant work and attention is key to a great relationship!,positive,positive,0,0,0
3342,hit:2408_conv:4816,grateful,We really are lucky to live in the United States.,3.0,0,Do you ever wake up and realize how lucky we are? I travel a lot and I just got back from Haiti. I'm convinced it's better to be poor in America then rich in Haiti.,"That's a profound thought. We definitely take America for granted_comma_ especially when some people say it's in its ""worst state in a long time."" We're prisoners of the moment.",positive,negative,0,0,0
3343,hit:2408_conv:4816,grateful,We really are lucky to live in the United States.,3.0,6,Those that criticize have not traveled the real world out side resort gates or into the third world. Then you see a real state that is in trouble.,Yeah_comma_ I guess you would know for sure_comma_ since you've seen it first hand. Especially a place like Haiti_comma_ that's just gets pounded with hurricanes. What brought you to Haiti_comma_ if you don't mind me asking?,negative,neutral,0,0,2
3344,hit:5875_conv:11750,disgusted,I went to a park over the weekend where I used to go when I was little and I was sad to see how dirty it was,4.0,6,I went to a park over the weekend where I used to go when I was little and I was sad to see how dirty it was,Oh yea? why is that?,negative,neutral,0,0,1
3345,hit:5875_conv:11750,disgusted,I went to a park over the weekend where I used to go when I was little and I was sad to see how dirty it was,4.0,8,I dont know I guess just people littering,I wish there is a way we can make people care more about the environment,negative,neutral,0,0,0
3346,hit:7038_conv:14076,impressed,My coworker did this presentation at work that was very well done. I was proud of them.,4.0,1,I was really proud of my coworker and their presentation at work recently.,That's nice. It's good to be supportive,positive,positive,1,0,0
3347,hit:7038_conv:14076,impressed,My coworker did this presentation at work that was very well done. I was proud of them.,4.0,1,It is_comma_ I always try to encourage them to do their best and not to get stressed out.,That creates a great work environment,positive,positive,0,0,0
3348,hit:8288_conv:16576,guilty,Sometimes I watch ahead on a tv show if there's a cliffhanger. I should wait to watch it with my boyfriend but I don't haha,3.0,8,Sometimes I watch ahead on a tv show if there's a cliffhanger. I should wait to watch it with my boyfriend but I don't haha,lol! My mom used to do that with books_comma_ she would read the ending first.,neutral,neutral,0,2,0
3349,hit:8288_conv:16576,guilty,Sometimes I watch ahead on a tv show if there's a cliffhanger. I should wait to watch it with my boyfriend but I don't haha,3.0,1,Oh well that's just spoiling it for herself haha.,Nope she still reads it all. Same thing you do silly! lol,negative,negative,0,2,0
3350,hit:10832_conv:21664,joyful,When i proposed to my girlfriend_comma_ she said yes! I was so happy,4.0,7,When i proposed to my girlfriend_comma_ she said yes! I was so happy,well that's great news congratulations_comma_ how long have you known each other?,positive,positive,1,0,2
3351,hit:10832_conv:21664,joyful,When i proposed to my girlfriend_comma_ she said yes! I was so happy,4.0,1,We have known each other for 7 years_comma_ and been dating for 5 - felt like the right time,that's good that you put a lot of effort into it,positive,positive,1,0,0
3352,hit:4868_conv:9736,joyful,I am looking forward to my work vacation. I will take my wife to the mountains!,5.0,6,I am going on a vacation soon!,Nice! Where will you be going?,positive,positive,0,0,1
3353,hit:4868_conv:9736,joyful,I am looking forward to my work vacation. I will take my wife to the mountains!,5.0,2,To some type of mountain area and going with my wife!,Well I really hope you two have a great time!,neutral,positive,1,0,0
3354,hit:6563_conv:13127,terrified,I was about to fall asleep the other night when someone loudly banged on my door. By the time I got to the door I could not see anyone. I had so much trouble going to sleep that night.,4.0,6,I awoke to someone banging on my door in the middle of the night. By the time I got to the door I couldnt see anyone out there. I was so scared.,Did you call the police?,negative,neutral,0,0,2
3355,hit:6563_conv:13127,terrified,I was about to fall asleep the other night when someone loudly banged on my door. By the time I got to the door I could not see anyone. I had so much trouble going to sleep that night.,4.0,6,No but if it happens again I will. I ordered a camera for my porch. I couldnt get any sleep that night.,Do you live in a house or an apartment?,negative,neutral,0,0,2
3356,hit:8239_conv:16479,anxious,I'm very socially awkward,5.0,5,I'm very socially awkward and tomorrow i'm going to have a playdate with some local moms and i'm so anxious,"I'm right there with you.. I still feel pretty introverted_comma_ but since coming to college_comma_ I've been forced to socialize more_comma_ and it's help me at least ""fake it until I make it."" I still prefer to be alone a lot of the time_comma_ but at least I can somewhat manage without making myself look dumb. Maybe you can just think of some topics/things to talk about to have in the back of your head for the times when things get quiet?",negative,neutral,1,2,0
